"CPID","Year","SurveyDate","BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","PlotID","CornerFlagged","Latitude","Longitude","HostID","Host","HostFamily","HostGenus","HostSpecies","HostAbund","IndNum","BranchNum","BranchLength","BranchDiam","NumLeaves","CatID","ScientificName","Count","BadHost","Family","Genus","Species","MicroLep","Specialist","wtMPD","Records","Hosts","RearID","Notes"
83,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HC1","NW",41.465488,-72.540771,"BETLE","Betula lenta","Betulaceae","Betula","lenta",27,24,17,NA,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
84,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HC1","NW",41.465488,-72.540771,"BETLE","Betula lenta","Betulaceae","Betula","lenta",27,25,18,NA,NA,590,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
85,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HC1","NW",41.465488,-72.540771,"BETLE","Betula lenta","Betulaceae","Betula","lenta",27,26,19,NA,NA,147,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
86,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HC1","NW",41.465488,-72.540771,"BETLE","Betula lenta","Betulaceae","Betula","lenta",27,27,20,NA,NA,495,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
87,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",6,1,1,NA,NA,473,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
88,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"BETLE","Betula lenta","Betulaceae","Betula","lenta",2,1,1,NA,NA,50,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
89,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,1,1,NA,NA,221,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
90,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,2,2,NA,NA,47,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
91,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"BETLE","Betula lenta","Betulaceae","Betula","lenta",2,2,2,NA,NA,126,"LITHXX","Lithophane",1,NA,"Noctuidae","Lithophane","","no","",263.87,15,10,"HU611-8","Questionable ID"
92,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,3,3,NA,NA,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
93,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,4,4,NA,NA,144,"EUPISW","Eupithecia swettii",1,NA,"Geometridae","Eupithecia","swettii","no","no",185.96,129,26,"HU611-9",""
94,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,5,5,NA,NA,255,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
95,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",6,2,2,NA,NA,45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
96,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,6,6,NA,NA,242,"PHYLAM","Phyllodesma americana",1,NA,"Lasiocampidae","Phyllodesma","americana","no","no",191.58,4,4,"HU611-10","Questionable ID; Likely PHYLAM (JGM)"
97,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,6,6,NA,NA,242,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,NA,""
98,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,6,6,NA,NA,242,"ENNOSU","Ennomos subsignaria",1,NA,"Geometridae","Ennomos","subsignaria","no","no",191.18,92,18,NA,""
99,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,7,7,NA,NA,86,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
100,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",8,8,8,NA,NA,386,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
101,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",6,3,3,NA,NA,164,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
102,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",6,4,4,NA,NA,1026,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
103,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",6,5,5,NA,NA,417,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
104,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",5,1,1,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
105,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",5,2,2,NA,NA,140,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
106,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",5,3,3,NA,NA,41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
107,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",5,4,4,NA,NA,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
108,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",5,5,5,NA,NA,45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
109,2015,2015-06-11,"CP","HRS",2.973,"small",0.79,0.826,0.783,0.997,"yes",0.275,"CP_HRS_HA1","NW",41.466278,-72.540512,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",6,6,6,NA,NA,85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
110,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,1,1,NA,NA,262,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
111,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,2,9,NA,NA,655,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,"CL611-1",""
112,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,3,10,NA,NA,545,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
113,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,4,11,NA,NA,92,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
114,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,5,12,NA,NA,129,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
115,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,6,13,NA,NA,310,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
116,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,7,14,NA,NA,519,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
117,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,8,15,NA,NA,370,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
118,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,9,16,NA,NA,576,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
119,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,10,2,NA,NA,182,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
120,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,11,3,NA,NA,154,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
121,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,12,4,NA,NA,457,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
122,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,13,5,NA,NA,334,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
123,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,14,6,NA,NA,359,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
124,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,15,7,NA,NA,465,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
125,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"CAROV","Carya ovata","Juglandaceae","Carya","ovata",1,1,1,NA,NA,118,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
126,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"PICGL","Picea glauca","Pinaceae","Picea","glauca",1,1,1,300,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
127,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLA2","NW",41.436642,-72.540596,"BETLE","Betula lenta","Betulaceae","Betula","lenta",16,16,8,NA,NA,32,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
128,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,1,1,NA,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
129,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,1,1,NA,NA,970,"LYMADI","Lymantria dispar",3,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
130,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,1,1,NA,NA,970,"MELACA","Melanolophia canadaria",4,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
131,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,1,1,NA,NA,135,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
132,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,1,1,NA,NA,135,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
133,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,1,1,NA,NA,135,"LITHAN","Lithophane antennata",1,NA,"Noctuidae","Lithophane","antennata","no","no",161.62,43,15,NA,""
134,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"CAROV","Carya ovata","Juglandaceae","Carya","ovata",2,1,1,NA,NA,36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
135,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"PRUSE","Prunus serotina","Rosaceae","Prunus","serotina",1,1,1,NA,NA,294,"MELACA","Melanolophia canadaria",5,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
136,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"PRUSE","Prunus serotina","Rosaceae","Prunus","serotina",1,1,1,NA,NA,294,"MORRCO","Morrisonia confusa",1,NA,"Noctuidae","Morrisonia","confusa","no","no",202.23,129,26,NA,""
137,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"PRUSE","Prunus serotina","Rosaceae","Prunus","serotina",1,1,1,NA,NA,294,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
138,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,2,2,NA,NA,86,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
139,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"QUEMO","Quercus montana","Fagaceae","Quercus","montana",1,1,1,NA,NA,12,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
140,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"CAROV","Carya ovata","Juglandaceae","Carya","ovata",2,2,2,NA,NA,60,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
141,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",2,1,1,NA,NA,4,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
142,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",7,1,1,NA,NA,143,"MELACA","Melanolophia canadaria",1,NA,"Geometridae","Melanolophia","canadaria","no","no",217.45,369,32,NA,""
143,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",7,1,1,NA,NA,143,"MICROL","Microlepidoptera",1,NA,"","","","yes","",NA,NA,NA,"CL611-2",""
144,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",1,1,1,NA,NA,49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
145,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,2,2,NA,NA,20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
146,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,3,3,NA,NA,110,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
147,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,3,3,NA,NA,110,"SPERPU","Speranza pustularia",3,NA,"Geometridae","Speranza","pustularia","no","yes",0,158,1,NA,""
148,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,3,3,NA,NA,110,"MORRCO","Morrisonia confusa",1,NA,"Noctuidae","Morrisonia","confusa","no","no",202.23,129,26,NA,""
149,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
150,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"MORRCO","Morrisonia confusa",1,NA,"Noctuidae","Morrisonia","confusa","no","no",202.23,129,26,NA,""
151,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"ENNOSU","Ennomos subsignaria",1,NA,"Geometridae","Ennomos","subsignaria","no","no",191.18,92,18,NA,""
152,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"MICROL","Microlepidoptera",1,NA,"","","","yes","",NA,NA,NA,"CL611-3",""
153,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"MICROL","Microlepidoptera",1,NA,"","","","yes","",NA,NA,NA,"CL611-4",""
154,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"PYREHE","Pyreferra hesperidago",1,NA,"Noctuidae","Pyreferra","hesperidago","no","yes",0,50,1,NA,""
155,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,""
156,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"NOLATR","Nola triquetrana",2,NA,"Nolidae","Nola","triquetrana","no","yes",0,112,1,NA,""
157,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"ORTHRU","Orthosia rubescens",1,NA,"Noctuidae","Orthosia","rubescens","no","no",221.96,141,22,NA,""
158,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",4,3,3,NA,NA,562,"HIMEFI","Himella fidelis",1,NA,"Noctuidae","Himella","fidelis","no","no",175.03,84,16,NA,""
159,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,1,NA,NA,121,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
160,2015,2015-06-11,"CP","CPM",206.439,"medium",0.781,1.554,0.903,0.628,"yes",0.145,"CP_CPM_CLB1","NW",41.435089,-72.53978,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,1,NA,NA,121,"LAMBFE","Lambdina fervidaria",1,NA,"Geometridae","Lambdina","fervidaria","no","no",154.71,26,8,NA,""
